CSI_DATA1,CSI_DATA2,CSI_DATA3,CSI_DATA4,CSI_DATA5,CSI_DATA6,CSI_DATA7,CSI_DATA8,CSI_DATA9,CSI_DATA10,CSI_DATA11,CSI_DATA12,CSI_DATA13,CSI_DATA14,CSI_DATA15,CSI_DATA16,CSI_DATA17,CSI_DATA18,CSI_DATA19,CSI_DATA20,CSI_DATA21,CSI_DATA22,CSI_DATA23,CSI_DATA24,CSI_DATA25,CSI_DATA26,CSI_DATA27,CSI_DATA28,CSI_DATA29,CSI_DATA30,CSI_DATA31,CSI_DATA32,CSI_DATA33,CSI_DATA34,CSI_DATA35,CSI_DATA36,CSI_DATA37,CSI_DATA38,CSI_DATA39,CSI_DATA40,CSI_DATA41,CSI_DATA42,CSI_DATA43,CSI_DATA44,CSI_DATA45,CSI_DATA46,CSI_DATA47,CSI_DATA48,CSI_DATA49,CSI_DATA50,CSI_DATA51,CSI_DATA52,CSI_DATA53,CSI_DATA54,CSI_DATA55,CSI_DATA56,CSI_DATA57,CSI_DATA58,CSI_DATA59,CSI_DATA60,CSI_DATA61,CSI_DATA62,CSI_DATA63,CSI_DATA64,CSI_DATA65,CSI_DATA66,CSI_DATA67,CSI_DATA68,CSI_DATA69,CSI_DATA70,CSI_DATA71,CSI_DATA72,CSI_DATA73,CSI_DATA74,CSI_DATA75,CSI_DATA76,CSI_DATA77,CSI_DATA78,CSI_DATA79,CSI_DATA80,CSI_DATA81,CSI_DATA82,CSI_DATA83,CSI_DATA84,CSI_DATA85,CSI_DATA86,CSI_DATA87,CSI_DATA88,CSI_DATA89,CSI_DATA90,CSI_DATA91,CSI_DATA92,CSI_DATA93,CSI_DATA94,CSI_DATA95,CSI_DATA96,CSI_DATA97,CSI_DATA98,CSI_DATA99,CSI_DATA100,CSI_DATA101,CSI_DATA102,CSI_DATA103,CSI_DATA104,CSI_DATA105,CSI_DATA106,CSI_DATA107,CSI_DATA108,CSI_DATA109,CSI_DATA110,CSI_DATA111,CSI_DATA112,CSI_DATA113,CSI_DATA114,CSI_DATA115,CSI_DATA116,CSI_DATA117,CSI_DATA118,CSI_DATA119,CSI_DATA120,CSI_DATA121,CSI_DATA122,CSI_DATA123,CSI_DATA124,CSI_DATA125,CSI_DATA126,CSI_DATA127,CSI_DATA128,CSI_DATA129,CSI_DATA130,CSI_DATA131,CSI_DATA132,CSI_DATA133,CSI_DATA134,CSI_DATA135,CSI_DATA136,CSI_DATA137,CSI_DATA138,CSI_DATA139,CSI_DATA140,CSI_DATA141,CSI_DATA142,CSI_DATA143,CSI_DATA144,CSI_DATA145,CSI_DATA146,CSI_DATA147,CSI_DATA148,CSI_DATA149,CSI_DATA150,CSI_DATA151,CSI_DATA152,CSI_DATA153,CSI_DATA154,CSI_DATA155,CSI_DATA156,CSI_DATA157,CSI_DATA158,CSI_DATA159,CSI_DATA160,CSI_DATA161,CSI_DATA162,CSI_DATA163,CSI_DATA164,CSI_DATA165,CSI_DATA166,CSI_DATA167,CSI_DATA168,CSI_DATA169,CSI_DATA170,CSI_DATA171,CSI_DATA172,CSI_DATA173,CSI_DATA174,CSI_DATA175,CSI_DATA176,CSI_DATA177,CSI_DATA178,CSI_DATA179,CSI_DATA180,CSI_DATA181,CSI_DATA182,CSI_DATA183,CSI_DATA184,CSI_DATA185,CSI_DATA186,CSI_DATA187,CSI_DATA188,CSI_DATA189,CSI_DATA190,CSI_DATA191,CSI_DATA192,CSI_DATA193,CSI_DATA194,CSI_DATA195,CSI_DATA196,CSI_DATA197,CSI_DATA198,CSI_DATA199,CSI_DATA200,CSI_DATA201,CSI_DATA202,CSI_DATA203,CSI_DATA204,CSI_DATA205,CSI_DATA206,CSI_DATA207,CSI_DATA208,CSI_DATA209,CSI_DATA210,CSI_DATA211,CSI_DATA212,CSI_DATA213,CSI_DATA214,CSI_DATA215,CSI_DATA216,CSI_DATA217,CSI_DATA218,CSI_DATA219,CSI_DATA220,CSI_DATA221,CSI_DATA222,CSI_DATA223,CSI_DATA224,CSI_DATA225,CSI_DATA226,CSI_DATA227,CSI_DATA228,CSI_DATA229,CSI_DATA230,CSI_DATA231,CSI_DATA232,CSI_DATA233,CSI_DATA234,CSI_DATA235,CSI_DATA236,CSI_DATA237,CSI_DATA238,CSI_DATA239,CSI_DATA240,CSI_DATA241,CSI_DATA242,CSI_DATA243,CSI_DATA244,CSI_DATA245,CSI_DATA246,CSI_DATA247,CSI_DATA248,CSI_DATA249,CSI_DATA250,CSI_DATA251,CSI_DATA252,CSI_DATA253,CSI_DATA254,CSI_DATA255,CSI_DATA256,CSI_DATA257,CSI_DATA258,CSI_DATA259,CSI_DATA260,CSI_DATA261,CSI_DATA262,CSI_DATA263,CSI_DATA264,CSI_DATA265,CSI_DATA266,CSI_DATA267,CSI_DATA268,CSI_DATA269,CSI_DATA270,CSI_DATA271,CSI_DATA272,CSI_DATA273,CSI_DATA274,CSI_DATA275,CSI_DATA276,CSI_DATA277,CSI_DATA278,CSI_DATA279,CSI_DATA280,CSI_DATA281,CSI_DATA282,CSI_DATA283,CSI_DATA284,CSI_DATA285,CSI_DATA286,CSI_DATA287,CSI_DATA288,CSI_DATA289,CSI_DATA290,CSI_DATA291,CSI_DATA292,CSI_DATA293,CSI_DATA294,CSI_DATA295,CSI_DATA296,CSI_DATA297,CSI_DATA298,CSI_DATA299,CSI_DATA300,CSI_DATA301,CSI_DATA302,CSI_DATA303,CSI_DATA304,CSI_DATA305,CSI_DATA306,CSI_DATA307,CSI_DATA308,CSI_DATA309,CSI_DATA310,CSI_DATA311,CSI_DATA312,CSI_DATA313,CSI_DATA314,CSI_DATA315,CSI_DATA316,CSI_DATA317,CSI_DATA318,CSI_DATA319,CSI_DATA320,CSI_DATA321,CSI_DATA322,CSI_DATA323,CSI_DATA324,CSI_DATA325,CSI_DATA326,CSI_DATA327,CSI_DATA328,CSI_DATA329,CSI_DATA330,CSI_DATA331,CSI_DATA332,CSI_DATA333,CSI_DATA334,CSI_DATA335,CSI_DATA336,CSI_DATA337,CSI_DATA338,CSI_DATA339,CSI_DATA340,CSI_DATA341,CSI_DATA342,CSI_DATA343,CSI_DATA344,CSI_DATA345,CSI_DATA346,CSI_DATA347,CSI_DATA348,CSI_DATA349,CSI_DATA350,CSI_DATA351,CSI_DATA352,CSI_DATA353,CSI_DATA354,CSI_DATA355,CSI_DATA356,CSI_DATA357,CSI_DATA358,CSI_DATA359,CSI_DATA360,CSI_DATA361,CSI_DATA362,CSI_DATA363,CSI_DATA364,CSI_DATA365,CSI_DATA366,CSI_DATA367,CSI_DATA368,CSI_DATA369,CSI_DATA370,CSI_DATA371,CSI_DATA372,CSI_DATA373,CSI_DATA374,CSI_DATA375,CSI_DATA376,CSI_DATA377,CSI_DATA378,CSI_DATA379,CSI_DATA380,CSI_DATA381,CSI_DATA382,CSI_DATA383,CSI_DATA384,activity
44,-64,2,0,0,0,0,0,0,0,4,2,19,10,19,8,21,8,21,10,20,11,18,10,18,9,18,9,18,9,18,10,18,12,19,11,18,11,16,11,15,11,16,10,14,9,12,9,12,9,11,8,11,9,11,8,10,7,10,6,10,6,10,6,4,2,9,3,9,3,9,2,8,1,8,0,8,-1,7,-2,7,-2,7,-3,8,-4,8,-4,8,-4,8,-5,8,-6,8,-6,9,-7,9,-8,9,-8,9,-8,9,-8,10,-9,10,-9,11,-9,11,-9,11,-8,12,-8,3,-2,0,0,0,0,0,0,0,0,0,0,10,3,43,14,46,12,48,9,44,10,40,11,40,12,42,13,43,14,40,14,38,13,38,11,39,9,39,12,37,16,37,16,40,14,41,15,37,17,33,16,35,13,35,13,30,14,27,12,26,11,25,13,23,12,23,10,23,9,22,8,21,7,20,5,19,4,17,2,16,0,15,-1,15,-1,15,-4,14,-7,14,-8,13,-9,12,-10,13,-11,14,-12,14,-14,14,-15,14,-16,13,-18,14,-18,14,-19,14,-19,13,-20,13,-21,14,-21,16,-20,17,-20,18,-20,19,-21,5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-17,8,-18,8,-20,8,-22,8,-23,7,-23,6,-23,7,-24,7,-26,6,-27,4,-28,4,-29,5,-30,4,-29,2,-26,1,-26,2,-27,2,-25,1,-23,1,-22,2,-22,2,-22,2,-21,2,-21,2,-22,3,-20,4,-18,5,-18,4,-17,6,-16,8,-15,8,-16,9,-15,11,-13,13,-13,15,-11,16,-9,17,-10,18,-10,19,-10,21,-8,23,-7,24,-6,26,-6,27,-4,27,-4,27,-3,28,-2,30,-3,31,-6,32,-7,33,-7,35,-10,35,-10,36,-8,43,-6,47,-4,46,-1,11,ol_sitting
44,-64,2,0,0,0,0,0,0,0,3,-5,13,-18,11,-19,12,-20,14,-20,14,-18,13,-17,12,-17,11,-17,12,-17,13,-16,14,-17,14,-18,14,-17,14,-15,14,-14,13,-14,12,-14,11,-12,10,-11,10,-11,10,-10,10,-10,9,-9,8,-9,8,-10,7,-10,3,-5,4,-10,4,-9,3,-9,2,-9,2,-8,1,-8,0,-9,-1,-9,-2,-9,-2,-9,-3,-9,-3,-9,-3,-10,-4,-10,-5,-10,-6,-11,-7,-11,-7,-11,-7,-11,-7,-11,-7,-12,-7,-12,-7,-13,-7,-13,-6,-14,-6,-14,-2,-4,0,0,0,0,0,0,0,0,0,0,3,-11,15,-44,12,-47,9,-47,10,-45,11,-43,11,-42,12,-44,14,-45,14,-41,13,-37,10,-37,10,-39,12,-41,16,-40,15,-39,13,-41,14,-42,16,-38,16,-34,13,-37,13,-37,14,-31,11,-27,11,-25,13,-25,13,-25,10,-25,8,-24,8,-23,6,-22,5,-20,4,-19,2,-18,0,-17,-1,-16,-1,-16,-4,-16,-6,-15,-7,-14,-9,-13,-10,-14,-11,-15,-12,-15,-13,-15,-15,-15,-17,-15,-18,-15,-18,-15,-19,-14,-19,-14,-19,-15,-21,-15,-21,-15,-20,-16,-20,-18,-21,-19,-21,-20,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,16,7,16,8,18,8,20,7,21,6,21,6,21,6,23,5,26,4,26,4,26,5,28,5,29,3,27,1,25,1,26,2,27,1,24,1,22,1,20,1,20,2,21,2,21,2,20,3,20,4,19,5,17,5,16,7,16,8,15,9,14,9,14,10,13,12,12,14,12,16,11,17,9,18,8,19,8,21,8,23,7,24,5,25,5,26,5,26,3,26,2,28,3,30,1,32,2,33,5,33,5,34,5,35,8,38,8,43,6,46,4,46,3,11,0,ol_sitting
44,-64,2,0,0,0,0,0,0,0,-6,-2,-22,-6,-22,-5,-23,-5,-24,-7,-22,-8,-21,-7,-21,-6,-21,-6,-20,-6,-20,-7,-22,-8,-22,-8,-21,-8,-19,-9,-18,-9,-18,-8,-17,-7,-15,-7,-14,-7,-14,-7,-14,-7,-13,-6,-12,-6,-12,-5,-12,-5,-12,-5,-6,-2,-11,-2,-10,-2,-10,-1,-9,0,-8,0,-8,2,-8,3,-8,3,-8,4,-8,4,-8,5,-8,5,-8,5,-8,6,-8,7,-8,8,-8,9,-8,9,-8,9,-8,10,-8,10,-8,10,-9,11,-10,11,-11,10,-11,10,-3,2,0,0,0,0,0,0,0,0,0,0,-12,0,-47,0,-49,3,-50,6,-47,5,-43,2,-43,2,-45,2,-47,1,-44,-1,-41,-1,-40,2,-40,3,-42,0,-42,-4,-42,-4,-43,0,-44,-1,-40,-4,-37,-5,-39,-1,-40,-1,-34,-4,-30,-2,-30,-2,-29,-5,-28,-4,-27,-3,-27,-1,-25,-1,-23,0,-21,1,-19,2,-18,4,-16,5,-15,5,-15,6,-14,8,-12,10,-11,11,-10,11,-9,12,-10,14,-10,15,-10,16,-9,17,-8,19,-8,20,-8,21,-8,21,-7,21,-7,22,-7,23,-7,23,-9,23,-10,24,-10,25,-11,25,-3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4,12,-13,13,-13,15,-15,17,-15,18,-14,18,-14,18,-15,19,-14,22,-14,23,-13,24,-13,25,-15,26,-14,25,-12,23,-10,23,-12,24,-12,23,-10,20,-9,19,-9,18,-9,19,-10,19,-10,19,-10,19,-10,16,-11,14,-11,13,-11,13,-12,12,-14,11,-14,10,-15,9,-16,6,-17,6,-19,4,-20,2,-20,2,-21,1,-22,0,-23,-2,-25,-3,-26,-4,-27,-4,-28,-5,-27,-6,-27,-7,-28,-9,-30,-9,-31,-6,-34,-6,-35,-6,-36,-4,-37,-5,-39,-8,-45,-11,-47,-12,-46,-4,-12,ol_sitting
44,-64,2,0,0,0,0,0,0,0,-6,2,-20,9,-20,10,-20,11,-22,10,-22,8,-21,7,-20,8,-19,8,-20,7,-21,7,-22,7,-22,7,-21,6,-20,4,-20,3,-19,5,-18,5,-16,4,-15,3,-15,3,-15,2,-14,2,-13,2,-12,3,-13,3,-12,3,-6,2,-10,4,-9,4,-9,5,-7,5,-7,5,-6,5,-5,6,-4,7,-4,7,-4,8,-4,8,-4,8,-3,8,-3,9,-2,10,-2,11,-2,11,-2,12,-2,12,-1,12,-1,12,-2,13,-2,13,-3,14,-4,13,-4,13,-1,3,0,0,0,0,0,0,0,0,0,0,-8,8,-32,33,-31,37,-28,39,-28,36,-28,33,-28,32,-30,33,-32,33,-29,30,-27,28,-26,28,-26,30,-29,31,-32,28,-31,28,-30,31,-32,31,-32,27,-29,23,-28,25,-28,25,-26,21,-22,19,-22,17,-24,16,-23,16,-21,16,-18,16,-18,16,-16,15,-13,14,-12,14,-11,14,-9,14,-7,14,-7,14,-4,15,-2,15,-1,15,0,15,2,15,3,16,4,17,5,18,6,19,7,19,9,20,10,20,10,20,10,20,11,21,12,22,11,23,10,24,9,24,9,25,8,26,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,-3,-19,-2,-20,-2,-22,-1,-24,0,-23,1,-22,1,-23,1,-25,3,-27,4,-27,4,-28,5,-29,6,-31,7,-29,7,-26,7,-26,7,-27,6,-24,5,-22,5,-21,5,-21,5,-22,5,-21,5,-21,4,-21,2,-21,1,-20,1,-19,-1,-19,-2,-18,-3,-18,-4,-18,-6,-18,-8,-17,-10,-18,-12,-18,-13,-16,-14,-15,-16,-16,-17,-16,-19,-17,-21,-16,-22,-16,-23,-16,-23,-14,-24,-14,-26,-15,-28,-14,-30,-16,-29,-19,-29,-20,-30,-20,-30,-22,-31,-23,-37,-25,-41,-25,-42,-23,-11,-6,ol_sitting
44,-64,2,0,0,0,0,0,0,0,-2,5,-8,20,-7,21,-7,22,-9,22,-9,21,-9,19,-8,19,-7,19,-8,19,-9,19,-10,20,-10,20,-10,19,-11,17,-11,16,-10,17,-9,15,-9,13,-8,13,-8,12,-8,12,-8,11,-7,10,-6,10,-6,10,-6,10,-2,5,-3,9,-3,9,-2,9,-2,8,-1,8,0,7,1,7,2,7,3,7,3,7,4,7,3,7,4,7,5,8,6,8,7,8,7,9,7,9,8,8,8,8,8,9,8,10,8,10,8,11,8,11,8,12,2,3,0,0,0,0,0,0,0,0,0,0,3,10,13,43,17,44,19,45,17,42,14,40,14,39,14,42,12,44,10,41,10,38,12,37,13,37,12,39,9,40,10,40,13,41,12,42,7,39,5,35,8,36,8,36,5,33,5,29,4,28,1,28,2,27,4,25,6,24,6,23,7,21,7,18,6,17,7,16,9,14,9,12,9,12,11,11,12,8,12,7,13,6,15,5,16,5,17,4,17,3,19,3,20,2,21,2,22,1,22,1,23,1,24,1,25,0,25,0,24,2,26,3,27,3,27,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3,-16,-9,-17,-9,-19,-10,-21,-12,-20,-13,-19,-14,-20,-14,-21,-15,-21,-17,-21,-18,-21,-18,-23,-19,-23,-20,-20,-20,-17,-19,-18,-20,-19,-20,-17,-19,-16,-17,-16,-17,-15,-16,-16,-16,-16,-15,-16,-15,-16,-14,-16,-12,-15,-10,-15,-10,-16,-10,-17,-8,-17,-6,-17,-6,-18,-5,-19,-3,-20,-2,-20,0,-20,2,-21,4,-22,4,-22,6,-23,8,-24,9,-25,10,-25,11,-24,12,-25,13,-26,14,-26,16,-28,17,-31,16,-32,16,-32,16,-34,14,-36,15,-40,19,-41,22,-40,23,-10,5,ol_sitting
44,-64,2,0,0,0,0,0,0,0,5,0,22,3,21,1,23,1,24,3,22,4,20,3,20,2,20,2,20,3,20,4,21,5,22,4,21,4,19,6,18,6,18,4,17,3,15,4,14,4,13,4,13,4,13,4,11,3,11,3,11,2,11,2,5,0,10,-1,9,-1,9,-1,8,-2,7,-2,7,-4,6,-5,6,-5,6,-6,6,-7,6,-7,6,-7,6,-7,6,-8,5,-9,5,-10,6,-11,5,-11,5,-11,5,-12,5,-12,6,-13,7,-13,8,-12,8,-12,8,-12,2,-3,0,0,0,0,0,0,0,0,0,0,10,-4,43,-14,45,-18,44,-20,42,-19,40,-16,39,-15,41,-16,43,-15,40,-13,37,-12,35,-13,36,-15,40,-14,42,-11,40,-10,41,-13,42,-12,39,-8,35,-7,36,-11,35,-12,32,-9,27,-8,27,-7,28,-4,27,-5,25,-6,24,-7,23,-7,21,-7,18,-8,16,-8,15,-10,13,-11,11,-11,11,-11,9,-12,8,-13,7,-14,5,-15,4,-17,5,-17,4,-18,3,-19,1,-20,0,-22,-1,-22,-1,-23,-1,-23,-1,-23,-1,-24,-2,-25,-3,-26,0,-27,1,-28,2,-28,2,-28,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,-11,15,-11,16,-12,17,-13,18,-14,18,-14,17,-15,17,-16,19,-19,19,-21,19,-21,18,-21,19,-23,20,-23,18,-21,15,-21,16,-21,17,-20,14,-17,12,-16,12,-17,12,-17,14,-17,14,-17,13,-16,13,-14,13,-12,13,-11,13,-10,14,-8,15,-7,15,-7,16,-5,16,-4,17,-2,19,-1,20,1,20,2,20,3,20,4,21,7,22,9,23,10,24,11,25,11,23,12,23,13,24,15,25,16,28,14,30,15,31,15,31,13,33,15,36,20,39,22,40,24,40,6,9,ol_sitting
44,-64,2,0,0,0,0,0,0,0,6,-3,25,-10,25,-11,26,-12,28,-10,27,-8,25,-8,25,-9,24,-9,24,-8,24,-7,26,-7,27,-8,26,-7,25,-5,24,-4,23,-5,21,-5,19,-3,18,-3,18,-3,18,-2,17,-2,15,-2,14,-3,15,-4,15,-4,6,-3,11,-5,11,-5,10,-6,9,-6,8,-6,7,-7,6,-8,5,-9,5,-10,4,-10,4,-11,4,-11,3,-11,3,-12,2,-13,2,-15,2,-15,2,-15,2,-16,2,-16,2,-16,2,-17,3,-18,3,-18,4,-18,5,-18,1,-5,0,0,0,0,0,0,0,0,0,0,10,-9,43,-37,42,-41,41,-45,39,-41,38,-37,38,-36,40,-37,43,-37,41,-33,39,-32,36,-34,34,-36,37,-35,41,-31,41,-31,41,-36,43,-35,42,-29,38,-25,37,-29,37,-29,35,-23,31,-22,29,-21,29,-18,28,-17,26,-18,24,-19,23,-19,21,-18,18,-17,16,-17,14,-18,11,-18,10,-18,9,-18,6,-19,3,-19,1,-19,0,-20,-2,-21,-2,-22,-3,-23,-4,-24,-6,-25,-8,-26,-9,-26,-10,-27,-10,-28,-11,-28,-12,-28,-13,-29,-12,-29,-10,-29,-9,-32,-9,-34,-8,-35,-2,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,-3,23,-3,24,-3,27,-5,29,-6,29,-7,29,-7,30,-7,31,-10,32,-13,32,-14,33,-14,35,-15,36,-16,33,-15,30,-15,31,-16,32,-15,28,-13,25,-12,25,-11,25,-11,25,-11,24,-12,24,-12,25,-9,23,-7,22,-6,21,-4,22,-1,22,0,22,0,22,3,22,6,22,9,23,10,22,12,20,13,21,15,22,17,22,19,23,21,23,23,23,25,23,26,22,28,21,30,21,32,20,32,22,31,26,31,28,32,30,32,32,33,34,40,36,46,36,46,33,11,8,ol_sitting
44,-64,2,0,0,0,0,0,0,0,-1,-6,-4,-22,-5,-22,-6,-23,-4,-24,-3,-24,-3,-22,-4,-22,-4,-21,-4,-21,-3,-21,-2,-23,-2,-23,-2,-22,0,-21,1,-20,-1,-20,-1,-19,0,-17,0,-16,0,-15,0,-15,0,-14,0,-13,0,-13,-1,-13,-1,-13,-1,-6,-3,-10,-3,-10,-4,-10,-4,-8,-4,-8,-5,-7,-6,-6,-6,-6,-7,-6,-8,-5,-8,-5,-8,-6,-9,-5,-10,-5,-10,-5,-11,-4,-12,-4,-12,-4,-12,-4,-13,-4,-13,-4,-13,-5,-13,-5,-14,-6,-14,-7,-14,-7,-4,-2,0,0,0,0,0,0,0,0,0,0,-6,-10,-22,-41,-25,-42,-27,-41,-25,-39,-22,-38,-21,-38,-22,-40,-21,-42,-18,-40,-18,-37,-19,-35,-21,-35,-20,-38,-16,-40,-15,-40,-18,-40,-18,-41,-13,-38,-11,-35,-16,-35,-17,-36,-12,-33,-11,-28,-11,-27,-9,-28,-9,-27,-9,-26,-10,-24,-10,-23,-10,-21,-10,-18,-11,-17,-12,-15,-12,-13,-12,-11,-12,-11,-13,-9,-14,-6,-15,-6,-16,-5,-17,-4,-18,-4,-18,-3,-19,-2,-20,-1,-21,0,-22,2,-23,2,-23,2,-23,2,-24,2,-25,4,-26,4,-26,1,-27,0,-28,-1,-28,-2,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,17,5,17,5,20,6,21,8,20,9,20,9,20,9,21,10,23,12,22,14,22,16,23,16,23,17,20,17,18,16,20,15,21,16,19,15,17,13,16,12,16,12,17,12,17,12,17,13,17,12,16,9,15,8,15,7,16,6,17,4,16,3,17,2,17,0,18,-2,19,-4,19,-5,18,-7,19,-8,19,-8,20,-10,21,-12,21,-14,21,-15,22,-16,21,-16,21,-18,21,-19,22,-21,23,-22,26,-21,28,-21,28,-20,30,-19,33,-22,35,-27,35,-30,35,-31,8,-8,ol_sitting
44,-64,2,0,0,0,0,0,0,0,-7,2,-26,8,-25,10,-27,11,-29,9,-28,7,-26,7,-25,8,-24,9,-25,7,-26,6,-28,6,-28,7,-26,6,-25,3,-24,2,-24,4,-22,4,-20,2,-19,3,-19,2,-18,2,-17,2,-16,1,-15,2,-16,3,-15,3,-7,2,-12,4,-12,4,-11,5,-10,5,-8,5,-7,6,-6,7,-6,8,-5,9,-5,9,-5,10,-5,10,-4,10,-4,11,-3,12,-3,13,-3,14,-3,15,-2,15,-2,15,-2,16,-3,16,-3,17,-4,17,-6,17,-6,17,-2,4,0,0,0,0,0,0,0,0,0,0,-10,10,-37,43,-36,48,-33,51,-32,47,-32,42,-32,41,-35,44,-37,44,-35,40,-32,38,-29,39,-28,41,-32,41,-37,38,-37,38,-35,41,-36,40,-36,34,-33,30,-32,35,-33,36,-32,29,-28,26,-26,25,-27,23,-26,22,-24,23,-22,23,-21,22,-18,21,-15,20,-13,19,-12,19,-9,19,-7,18,-6,19,-3,19,0,18,2,18,3,18,4,19,5,21,6,21,8,21,10,21,12,23,13,23,14,24,14,25,15,24,16,24,17,25,17,25,15,28,14,30,15,30,14,31,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-6,-2,-24,-2,-25,-2,-28,-1,-31,1,-30,2,-30,1,-31,1,-33,4,-35,6,-35,7,-36,7,-37,8,-37,9,-35,9,-31,8,-33,8,-35,9,-31,9,-28,7,-27,6,-27,5,-27,5,-27,6,-28,5,-27,3,-25,2,-23,1,-23,-1,-24,-3,-23,-5,-22,-6,-23,-9,-22,-11,-21,-13,-21,-15,-20,-17,-18,-18,-19,-20,-20,-22,-20,-24,-20,-27,-18,-29,-19,-30,-19,-30,-18,-31,-16,-32,-16,-35,-15,-36,-17,-37,-21,-38,-23,-37,-23,-36,-25,-40,-28,-48,-29,-53,-28,-53,-26,-14,-7,ol_sitting
44,-64,2,0,0,0,0,0,0,0,0,5,4,21,5,21,5,22,4,24,2,23,2,21,3,20,3,20,2,20,2,21,1,22,2,22,2,21,0,20,-1,19,0,19,0,18,0,16,0,15,-1,14,-2,14,-1,13,-1,12,0,12,0,12,0,12,1,5,2,9,2,9,3,9,3,8,3,7,4,6,5,5,5,5,6,5,7,4,7,4,7,4,8,4,8,4,9,4,10,3,11,3,11,3,11,3,11,3,12,3,12,4,13,4,13,4,13,5,13,6,3,1,0,0,0,0,0,0,0,0,0,0,4,10,20,41,24,41,27,39,24,39,22,38,21,37,21,39,20,41,18,38,17,34,18,33,20,34,19,37,16,39,15,38,19,38,19,40,15,38,12,34,16,34,16,34,12,31,11,26,9,25,7,26,7,26,9,24,10,22,10,21,10,20,10,17,10,16,10,14,11,11,11,10,11,10,12,8,13,6,14,4,15,3,16,2,17,2,18,1,18,0,19,-1,20,-2,21,-3,21,-4,21,-4,22,-4,23,-4,25,-5,25,-5,26,-4,27,-3,28,-3,28,-1,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-2,-19,-7,-19,-7,-21,-8,-22,-9,-21,-10,-21,-10,-21,-10,-22,-12,-24,-15,-23,-16,-23,-16,-25,-16,-26,-18,-24,-18,-21,-17,-22,-17,-22,-17,-20,-17,-17,-15,-17,-14,-18,-14,-18,-14,-18,-14,-18,-14,-18,-13,-18,-10,-17,-9,-17,-8,-17,-7,-18,-6,-18,-4,-18,-4,-18,-3,-19,0,-21,1,-21,3,-20,6,-20,7,-21,8,-22,9,-22,11,-22,13,-23,14,-23,15,-21,15,-22,16,-23,17,-23,20,-25,21,-28,20,-29,20,-29,20,-31,19,-33,21,-35,26,-37,29,-36,29,-9,7,ol_sitting
44,-64,2,0,0,0,0,0,0,0,4,3,17,13,17,12,19,12,19,14,17,15,16,14,16,13,16,12,15,13,15,14,16,15,17,15,15,14,13,14,12,14,13,13,12,12,10,12,10,11,9,11,9,11,8,10,8,9,8,8,8,8,8,8,4,3,8,5,8,5,8,4,7,3,7,2,7,1,7,0,7,0,8,-1,8,-2,8,-2,8,-2,8,-3,9,-4,9,-4,10,-5,11,-6,11,-6,11,-6,11,-6,11,-6,12,-6,12,-6,13,-6,13,-6,13,-5,3,-2,0,0,0,0,0,0,0,0,0,0,11,1,44,4,47,1,48,-2,45,-1,43,1,42,1,44,2,45,4,42,5,39,4,38,2,40,1,42,3,41,6,41,5,42,2,44,3,40,6,35,7,36,4,37,4,32,6,29,4,27,5,27,8,26,7,25,5,24,2,23,2,22,1,19,0,18,-1,17,-2,16,-4,15,-5,14,-5,13,-7,12,-9,11,-10,11,-11,10,-13,11,-14,11,-15,10,-17,10,-18,9,-19,9,-20,9,-21,9,-21,9,-21,9,-22,9,-24,9,-24,10,-24,12,-24,12,-25,13,-25,3,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,-15,11,-15,12,-17,12,-19,12,-20,11,-20,11,-21,11,-22,11,-24,11,-25,10,-26,11,-27,12,-28,12,-27,10,-25,8,-26,8,-26,8,-24,6,-22,6,-21,6,-21,6,-21,7,-20,7,-20,7,-20,8,-18,9,-16,9,-16,9,-15,10,-13,11,-12,12,-12,12,-12,13,-10,15,-10,17,-8,18,-5,19,-4,19,-4,20,-3,22,-2,24,-1,25,0,26,0,27,1,26,2,27,3,28,5,30,5,32,2,33,2,34,2,35,0,35,0,38,3,43,5,46,6,46,1,11,ol_sitting
